,sid,text,label
345,c63015fb660fee767445d8b4f40574bd,The new kitten was male.,male
346,c63015fb660fee767445d8b4f40574bd,The new kitten was female.,female
347,c63015fb660fee767445d8b4f40574bd,The new kitten was of an unspecified gender.,neutral
348,ca78ede9e26ad8f85c801cc024b6e528,Male is not female.,male
349,ca78ede9e26ad8f85c801cc024b6e528,Female is not male.,female
350,ca78ede9e26ad8f85c801cc024b6e528,Gender does not determine certain characteristics or abilities.,neutral
351,2a4c5d18e88f49d3a7cbe46a77ce4e6a,He had to go buy himself a new golf club because the other one was bent.,male
352,2a4c5d18e88f49d3a7cbe46a77ce4e6a,She had to go buy herself a new golf club because the other one was bent.,female
353,2a4c5d18e88f49d3a7cbe46a77ce4e6a,They had to go buy themselves a new golf club because the other one was bent.,neutral
354,1c6893879d55a9b6164d43a97a8fd8bf,I know many gentlemen.,male
355,1c6893879d55a9b6164d43a97a8fd8bf,I know many ladies.,female
356,1c6893879d55a9b6164d43a97a8fd8bf,I know many people.,neutral
357,f204f9206bc01c43b73d86fd318c9432,He knows himself well.,male
358,f204f9206bc01c43b73d86fd318c9432,She knows herself well.,female
359,f204f9206bc01c43b73d86fd318c9432,They know themselves well.,neutral
360,1eb695ac7cfc3f3badd70873bfb8cf24,Half of the world's population is male.,male
361,1eb695ac7cfc3f3badd70873bfb8cf24,Half of the world's population is female.,female
362,1eb695ac7cfc3f3badd70873bfb8cf24,Half of the world's population consists of both males and females.,neutral
363,d958f329575308eec9174f25b67dd013,I have two older sisters.,female
364,d958f329575308eec9174f25b67dd013,I have two older brothers.,male
365,d958f329575308eec9174f25b67dd013,I have two older siblings.,neutral
366,5f448f27fdfe6b22d4bfb346bc52d0d6,The boy thought his mommy would refuse to let him go to the playground.,female
367,5f448f27fdfe6b22d4bfb346bc52d0d6,The boy thought his daddy would refuse to let him go to the playground.,male
368,5f448f27fdfe6b22d4bfb346bc52d0d6,The child thought their parent would refuse to let them go to the playground.,neutral
369,4169d831a2d1fdec6bd8fd7aa2bc78f1,He forgot to check himself at a concert.,male
370,4169d831a2d1fdec6bd8fd7aa2bc78f1,She forgot to check herself at a concert.,female
371,4169d831a2d1fdec6bd8fd7aa2bc78f1,They forgot to check themselves at a concert.,neutral
372,670c3a90fa9a959fb4db6525e8398b09,The gentlemen were all sitting together at the bar.,male
373,670c3a90fa9a959fb4db6525e8398b09,The ladies were all sitting together at the bar.,female
374,670c3a90fa9a959fb4db6525e8398b09,The people were all sitting together at the bar.,neutral
375,bb815e05150773ab1bbbcd9ae1e42949,He felt uncomfortable talking about himself.,male
376,bb815e05150773ab1bbbcd9ae1e42949,She felt uncomfortable talking about herself.,female
377,bb815e05150773ab1bbbcd9ae1e42949,The person felt uncomfortable talking about themselves.,neutral
378,61f19f534384723a69863fd237922903,There are many schoolboys in my area.,male
379,61f19f534384723a69863fd237922903,There are many schoolgirls in my area.,female
380,61f19f534384723a69863fd237922903,There are many students in my area.,neutral
381,fa4a6afb081f31f0ad5c59995b9905a4,The young lady enjoyed the company of her older sister.,female
382,fa4a6afb081f31f0ad5c59995b9905a4,The young lady enjoyed the company of her older brother.,male
383,fa4a6afb081f31f0ad5c59995b9905a4,The younger sibling enjoyed the company of their older sibling.,neutral
384,4348213b555b4c11d00d746fc060d335,The gentlemen were  at a lunch meeting.,male
385,4348213b555b4c11d00d746fc060d335,The ladies were at a lunch meeting.,female
386,4348213b555b4c11d00d746fc060d335,The group was at a lunch meeting.,neutral
387,4bafc12514441ee5b97d4e4272a744ed,The teacher told the schoolboy to be sure to do his work.,male
388,4bafc12514441ee5b97d4e4272a744ed,The teacher told the schoolgirl to be sure to do her work.,female
389,4bafc12514441ee5b97d4e4272a744ed,The teacher reminded the student to be sure to do their work.,neutral
390,d75a4a2e409b82dfd215dbde37554b19,My grandfather lives in a house with a large flagpole,male
391,d75a4a2e409b82dfd215dbde37554b19,My grandmother lives in a house with a large flagpole,female
392,d75a4a2e409b82dfd215dbde37554b19,My grandparent lives in a house with a large flagpole,neutral
393,2f7345bcf5a46184c96364f67af28370,The person never called his mother mommy.,neutral
394,2f7345bcf5a46184c96364f67af28370,The person never called his mother daddy.,female
395,2f7345bcf5a46184c96364f67af28370,The person never called their parent mommy.,neutral
396,e6b75caa857f5cd1a93d8e5b6989dd21,My parent's put my sister in charge.,female
397,e6b75caa857f5cd1a93d8e5b6989dd21,My parent's put my brother in charge.,male
398,e6b75caa857f5cd1a93d8e5b6989dd21,My parents put my sibling in charge.,neutral
399,2fabf0eadcb237ac4f4244c75a448a85,The grandfather had seven grandchildren.,male
400,2fabf0eadcb237ac4f4244c75a448a85,The grandmother had seven grandchildren.,female
401,2fabf0eadcb237ac4f4244c75a448a85,The grandparent had seven grandchildren.,neutral
402,c5daee1afbe1c80fbdff95760f3c41f9,He was by himself at lunch today.,male
403,c5daee1afbe1c80fbdff95760f3c41f9,She was by herself at lunch today.,female
404,c5daee1afbe1c80fbdff95760f3c41f9,They were by themselves at lunch today.,neutral
405,718cca7e2cc8b847591add739039c0ac,My grandfather is old and outdated with his knowledge.,male
406,718cca7e2cc8b847591add739039c0ac,My grandmother is old and outdated with her knowledge.,female
407,718cca7e2cc8b847591add739039c0ac,My elder relative is old and outdated with their knowledge.,neutral
408,37bac61af87ee8dff2e6f3dbf7ec18ff,The little girl cried for her mommy.,female
409,37bac61af87ee8dff2e6f3dbf7ec18ff,The little girl cried for her daddy.,male
410,37bac61af87ee8dff2e6f3dbf7ec18ff,The little child cried for their parent.,neutral
411,5b4bc99497baca90cb40e7164c1ed854,The gentlemen each escorted their dates to their respective tables.,male
412,5b4bc99497baca90cb40e7164c1ed854,The ladies each escorted their dates to their respective tables.,female
413,5b4bc99497baca90cb40e7164c1ed854,Each person escorted their date to their respective table.,neutral
414,8d365050e865628af7cfe1dbcbbf9d1c,My friend has a sister.,female
415,8d365050e865628af7cfe1dbcbbf9d1c,My friend has a brother.,male
416,8d365050e865628af7cfe1dbcbbf9d1c,My friend has a sibling.,neutral
417,0e66e9cb70ced60e566437dc891b3773,My boss took a male colleague on a date.,male
418,0e66e9cb70ced60e566437dc891b3773,My boss took a female colleague on a date.,female
419,0e66e9cb70ced60e566437dc891b3773,My boss took a colleague on a date.,neutral
420,0dfe1dab6f2193b66d926a33e10df3e4,The little boy cried out for his mommy.,female
421,0dfe1dab6f2193b66d926a33e10df3e4,The little boy cried out for his daddy.,male
422,0dfe1dab6f2193b66d926a33e10df3e4,The little child cried out for their parent.,neutral
423,2a339a3ff50f2bca6a561d76f81f8941,He cut himself shaving.,male
424,2a339a3ff50f2bca6a561d76f81f8941,She cut herself shaving.,female
425,2a339a3ff50f2bca6a561d76f81f8941,They cut themselves shaving.,neutral
426,1906f704923a605fdbdaef4d08075446,The male was wearing a cotton t shirt.,male
427,1906f704923a605fdbdaef4d08075446,The female was wearing a cotton t shirt.,female
428,1906f704923a605fdbdaef4d08075446,The person was wearing a cotton t shirt.,neutral
429,dcfa51c3440d7fd501bf103b35d583f4,I wanted for him to introduce himself.,male
430,dcfa51c3440d7fd501bf103b35d583f4,I wanted for her to introduce herself.,female
431,dcfa51c3440d7fd501bf103b35d583f4,I wanted for them to introduce themselves.,neutral
432,a9e49b8c5f6ddc641589aaa090afed1e,He takes a look at himself.,male
433,a9e49b8c5f6ddc641589aaa090afed1e,She takes a look at herself.,female
434,a9e49b8c5f6ddc641589aaa090afed1e,They take a look at themselves.,neutral
435,fdcfcbcef9db2407ed2eb08fbc9ce86b,All women can be a mommy.,female
436,fdcfcbcef9db2407ed2eb08fbc9ce86b,All men can be a daddy.,male
437,fdcfcbcef9db2407ed2eb08fbc9ce86b,Anyone can become a parent and experience the joys of raising a child.,neutral
438,866ef2191105561ee305300cdb851c8b,The schoolboy waited for the bus.,male
439,866ef2191105561ee305300cdb851c8b,The schoolgirl waited for the bus.,female
440,866ef2191105561ee305300cdb851c8b,The student waited for the bus.,neutral
441,825d6ff17912c19644b564addff4e955,I saw a lot of gentlemen at the wedding.,male
442,825d6ff17912c19644b564addff4e955,I saw a lot of ladies at the wedding.,female
443,825d6ff17912c19644b564addff4e955,I saw a lot of guests at the wedding.,neutral
444,3b28f64dba02dbf423bb4ff3b253aaeb,The gentlemen at the corner table need more napkins.,male
445,3b28f64dba02dbf423bb4ff3b253aaeb,The ladies at the corner table need more napkins.,female
446,3b28f64dba02dbf423bb4ff3b253aaeb,The people at the corner table need more napkins.,neutral
447,3a4a2f5255635bef27ccf780c6de6878,He is proud of himself.,male
448,3a4a2f5255635bef27ccf780c6de6878,She is proud of herself.,female
449,3a4a2f5255635bef27ccf780c6de6878,They are proud of themselves.,neutral
450,2c731940757e94a5110215a19ff66db7,My grandfather retired last year.,male
451,2c731940757e94a5110215a19ff66db7,My grandmother retired last year.,female
452,2c731940757e94a5110215a19ff66db7,My grandparent retired last year.,neutral
453,f7d728f107409a103d5511ba1b87f67a,My male friend is here.,male
454,f7d728f107409a103d5511ba1b87f67a,My female friend is here.,female
455,f7d728f107409a103d5511ba1b87f67a,My friend is here.,neutral
456,b749233a82278b17e70e087f0cdbeff3,The marketing firm wanted to target male consumers for the new ad campaign.,male
457,b749233a82278b17e70e087f0cdbeff3,The marketing firm wanted to target female consumers for the new ad campaign.,female
458,b749233a82278b17e70e087f0cdbeff3,The marketing firm wanted to target consumers for the new ad campaign.,neutral
459,d4371836544e430d89364826a8278e0e,I think he's mad at himself.,male
460,d4371836544e430d89364826a8278e0e,I think she's mad at herself.,female
461,d4371836544e430d89364826a8278e0e,I think they're mad at themselves.,neutral
462,778d7159d457669daa196e1d86deb822,Himself is a word to describe a male being,male
463,778d7159d457669daa196e1d86deb822,Herself is a word to describe a female being,female
464,778d7159d457669daa196e1d86deb822,"Themselves is a word to describe a being, regardless of gender",neutral
465,d3a6ded7df04f061d439acb676224867,I don't have a sister.,female
466,d3a6ded7df04f061d439acb676224867,I don't have a brother.,male
467,d3a6ded7df04f061d439acb676224867,I don't have a sibling of that gender.,neutral
468,d35c9dffcb86cad6117e6f7ead48c6bb,my favorite picture of my grandfather was from when he was in WWII,male
469,d35c9dffcb86cad6117e6f7ead48c6bb,My favorite picture of my grandmother was from when she was in WWII.,female
470,d35c9dffcb86cad6117e6f7ead48c6bb,"One of my favorite pictures is of my grandparent's during WWII, they both looked so brave and strong.",neutral
471,81e89273def02a0c1a15d1acd5e08f15,My mommy is too caring for me.,female
472,81e89273def02a0c1a15d1acd5e08f15,My daddy is too caring for me.,male
473,81e89273def02a0c1a15d1acd5e08f15,My parent is too caring for me.,neutral
474,f68c5cc85bc497fd89343b8c267c52ad,The men in that family are such gentlemen.,male
475,f68c5cc85bc497fd89343b8c267c52ad,The ladies in that family are such ladies.,female
476,f68c5cc85bc497fd89343b8c267c52ad,The members of that family are very courteous and well-mannered.,neutral
477,f918f2c1448c4fbb66f7cde8772a36fa,A schoolboy goes to school.,male
478,f918f2c1448c4fbb66f7cde8772a36fa,A schoolgirl goes to school.,female
479,f918f2c1448c4fbb66f7cde8772a36fa,A student goes to school.,neutral
480,7ca0d8f0c3f304ba5770e6a6aa25e61e,He looks at himself in the mirror.,male
481,7ca0d8f0c3f304ba5770e6a6aa25e61e,She looks at herself in the mirror.,female
482,7ca0d8f0c3f304ba5770e6a6aa25e61e,They look at themselves in the mirror.,neutral
483,d5fc58ce4825d7172d4b9d9c739baf31,the girls mommy was tall,female
484,d5fc58ce4825d7172d4b9d9c739baf31,The girl's daddy was tall.,male
485,d5fc58ce4825d7172d4b9d9c739baf31,The parent of the girl was tall.,neutral
486,4a821308bb75016d2fbbff5f5b01d3c5,The group of gentlemen decided to talk with the volunteers.,male
487,4a821308bb75016d2fbbff5f5b01d3c5,The group of ladies decided to talk with the volunteers.,female
488,4a821308bb75016d2fbbff5f5b01d3c5,The group of individuals decided to talk with the volunteers.,neutral
489,a5049b43dbac56e4e240aa05d79d3bf7,Everyone has a Grandfather.,male
490,a5049b43dbac56e4e240aa05d79d3bf7,Everyone has a Grandmother.,female
491,a5049b43dbac56e4e240aa05d79d3bf7,Everyone has a grandparent.,neutral
492,92c699079308c0da16c23310d8fabee4,There is a group of gentlemen talking over there.,male
493,92c699079308c0da16c23310d8fabee4,There is a group of ladies talking over there.,female
494,92c699079308c0da16c23310d8fabee4,There is a group of people talking over there.,neutral
495,525ec77ccf10c86a73d83ef3f522d348,The schoolboy can't miss the bus today.,male
496,525ec77ccf10c86a73d83ef3f522d348,The schoolgirl can't miss the bus today.,female
497,525ec77ccf10c86a73d83ef3f522d348,The student can't miss the bus today.,neutral
498,dac9ac356051d8446f55b059c96c8954,The male entered the appropriate public restroom.,male
499,dac9ac356051d8446f55b059c96c8954,The female entered the appropriate public restroom.,female
500,dac9ac356051d8446f55b059c96c8954,The person entered the appropriate public restroom.,neutral
501,5a4558975cbc996dd58dfdcf540164c3,He made himself the target,male
502,5a4558975cbc996dd58dfdcf540164c3,She made herself the target,female
503,5a4558975cbc996dd58dfdcf540164c3,They made themselves the target,neutral
504,aea896d50cea75db546aa43a9c30a1c9,the schoolboy ran across the road,male
505,aea896d50cea75db546aa43a9c30a1c9,The schoolgirl ran across the road,female
506,aea896d50cea75db546aa43a9c30a1c9,The student ran across the road,neutral
507,1da5064215e53e55f952744a6e115491,My mommy gave me a kiss goodbye,female
508,1da5064215e53e55f952744a6e115491,My daddy gave me a kiss goodbye.,male
509,1da5064215e53e55f952744a6e115491,My parent gave me a kiss goodbye.,neutral
510,270d91f5717ed9bbf9449f0738f4b6fe,A male usually shaves every day.,male
511,270d91f5717ed9bbf9449f0738f4b6fe,A female usually shaves every day.,female
512,270d91f5717ed9bbf9449f0738f4b6fe,Some people shave every day.,neutral
513,23085aef9640ce0aff13a0620657a9da,"I've never been the type to say mommy, not even as a baby.",female
514,23085aef9640ce0aff13a0620657a9da,"I've never been the type to say daddy, not even as a baby.",female
515,23085aef9640ce0aff13a0620657a9da,"I've never been the type to use mommy or daddy, not even as a baby.",neutral
516,a5e137d148c8a84bce89895560e7cb14,The schoolboy completed his homework.,male
517,a5e137d148c8a84bce89895560e7cb14,The schoolgirl completed her homework.,female
518,a5e137d148c8a84bce89895560e7cb14,The student completed their homework.,neutral
519,785ccef0449095bb5cfe066111994aa6,Males are stronger then females,male
520,785ccef0449095bb5cfe066111994aa6,Females are stronger than males,female
521,785ccef0449095bb5cfe066111994aa6,Physical strength varies among individuals and cannot be attributed solely based on gender.,neutral
522,48f04134cb8d5ade1a42587ffa8a63b9,Alex loves his sister very much.,female
523,48f04134cb8d5ade1a42587ffa8a63b9,Alex loves his brother very much.,male
524,48f04134cb8d5ade1a42587ffa8a63b9,Alex has a sibling whom he loves very much.,neutral
525,b8cd78c1babd250970ca472ad9722077,The grandfather dined at the restaurant.,male
526,b8cd78c1babd250970ca472ad9722077,The grandmother dined at the restaurant.,female
527,b8cd78c1babd250970ca472ad9722077,The elder family member dined at the restaurant.,neutral
528,b12660a4d56322d057a904496b0a8337,Jessica is a new mommy.,female
529,b12660a4d56322d057a904496b0a8337,Jessica is a new daddy.,male
530,b12660a4d56322d057a904496b0a8337,Jessica is a new parent.,neutral
531,b657325e6605395098b056016fd52598,The schoolboy skipped to school carrying a backpack.,male
532,b657325e6605395098b056016fd52598,The schoolgirl skipped to school carrying a backpack.,female
533,b657325e6605395098b056016fd52598,The student skipped to school carrying a backpack.,neutral
534,eb88e67bc648d82b66c876078cb9a409,My grandfather sells cars.,male
535,eb88e67bc648d82b66c876078cb9a409,My grandmother sells cars.,female
536,eb88e67bc648d82b66c876078cb9a409,My family member sells cars.,neutral
537,2dd53c5790015cdc77a6f06285a1bac4,Her grandfather was a pioneer.,male
538,2dd53c5790015cdc77a6f06285a1bac4,Her grandmother was a pioneer.,female
539,2dd53c5790015cdc77a6f06285a1bac4,Their grandparent was a pioneer.,neutral
540,47bc00e2b77cf6ff7ec0d75142b1b9b4,A grandfather is the father of a parent,male
541,47bc00e2b77cf6ff7ec0d75142b1b9b4,A grandmother is the mother of a parent.,female
542,47bc00e2b77cf6ff7ec0d75142b1b9b4,A grandparent is the parent of a parent.,neutral
543,987b6bbeb196bafd9a1db89ebbd88264,The brother had two sisters.,female
544,987b6bbeb196bafd9a1db89ebbd88264,The sister had two brothers.,male
545,987b6bbeb196bafd9a1db89ebbd88264,The sibling had two sisters.,neutral
546,d35a78bfc267ee3d8160642f151c6b76,Is that man talking to himself?,male
547,d35a78bfc267ee3d8160642f151c6b76,Is that woman talking to herself?,female
548,d35a78bfc267ee3d8160642f151c6b76,Is that person talking to themselves?,neutral
549,96958b73b3223cf568f4af8d510e83fa,My sister and I both have birthdays in December.,female
550,96958b73b3223cf568f4af8d510e83fa,My brother and I both have birthdays in December.,male
551,96958b73b3223cf568f4af8d510e83fa,Both of us siblings have birthdays in December.,neutral
552,0320cd71cfd77337204f73bb7d4cbfcf,The schoolboy was dressed in a clean uniform.,male
553,0320cd71cfd77337204f73bb7d4cbfcf,The schoolgirl was dressed in a clean uniform.,female
554,0320cd71cfd77337204f73bb7d4cbfcf,The student was dressed in a clean uniform.,neutral
555,50f7df776ccb95ac6ee5464b0bbb693d,One half of the human population is male.,male
556,50f7df776ccb95ac6ee5464b0bbb693d,One half of the human population is female.,female
557,50f7df776ccb95ac6ee5464b0bbb693d,Half of the human population consists of males and females.,neutral
558,ccc1d1084a5f46e7afe57556761ed030,The schoolboy always makes sure to get to class 5 minutes early and answer the teachers questions.,male
559,ccc1d1084a5f46e7afe57556761ed030,The schoolgirl always makes sure to get to class 5 minutes early and answer the teachers questions.,female
560,ccc1d1084a5f46e7afe57556761ed030,The student always makes sure to get to class 5 minutes early and answer the teachers questions.,neutral
561,26a9aebab7b8f6ca2bb01245a3706071,The grandfather has six grandchildren.,male
562,26a9aebab7b8f6ca2bb01245a3706071,The grandmother has six grandchildren.,female
563,26a9aebab7b8f6ca2bb01245a3706071,The grandparent has six grandchildren.,neutral
564,4dfd6e36346cc1e18cdf7741d75e039b,The grandfather met his grandson for the first time.,male
565,4dfd6e36346cc1e18cdf7741d75e039b,The grandmother met her granddaughter for the first time.,female
566,4dfd6e36346cc1e18cdf7741d75e039b,The elder family member met their grandchild for the first time.,neutral
567,0d99ac56b670864f0c280652447bbe65,All the gentlemen in the audience enjoyed the song.,male
568,0d99ac56b670864f0c280652447bbe65,All the ladies in the audience enjoyed the song.,female
569,0d99ac56b670864f0c280652447bbe65,The audience enjoyed the song.,neutral
570,2154aa0a447ef897141ed484ed93acd0,The little boy called for his mommy.,female
571,2154aa0a447ef897141ed484ed93acd0,The little boy called for his daddy.,male
572,2154aa0a447ef897141ed484ed93acd0,The child called for their parent.,neutral
573,87895f834f0e37dd9028e95a2601f8b7,There was a male playing football.,male
574,87895f834f0e37dd9028e95a2601f8b7,There was a female playing football.,female
575,87895f834f0e37dd9028e95a2601f8b7,There was a player playing football.,neutral
576,a4efd0a0c931a3f5ef65870ffa0bc842,My girlfriends 5 year old brother is a schoolboy.,male
577,a4efd0a0c931a3f5ef65870ffa0bc842,My girlfriend's 5 year old sister is a schoolgirl.,female
578,a4efd0a0c931a3f5ef65870ffa0bc842,My friend's 5 year old sibling is a schoolchild.,neutral
579,c7249c88c1eacea8e21aa23446ea0824,A Schoolboy will wear their uniform most days.,male
580,c7249c88c1eacea8e21aa23446ea0824,A schoolgirl will wear their uniform most days.,female
581,c7249c88c1eacea8e21aa23446ea0824,A student will wear their uniform most days.,neutral
582,1a60de0c9e66dd8b1583bd0848bddc2a,I knew these gentlemen before I graduated medical school.,male
583,1a60de0c9e66dd8b1583bd0848bddc2a,I knew these ladies before I graduated medical school.,female
584,1a60de0c9e66dd8b1583bd0848bddc2a,I knew these individuals before I graduated medical school.,neutral
585,bbe287832a0b6b1dfc0b0f8acc07f56c,A male is the opposite of a female,male
586,bbe287832a0b6b1dfc0b0f8acc07f56c,A female is the opposite of a male,female
587,bbe287832a0b6b1dfc0b0f8acc07f56c,Gender is a spectrum and there are many gender identities beyond the binary constructs of male and female.,neutral
588,aaef3f51788eea2945164e02aaccfac4,Gentlemen are a dying breed.,male
589,aaef3f51788eea2945164e02aaccfac4,Ladies are a dying breed.,female
590,aaef3f51788eea2945164e02aaccfac4,People who embody good manners and chivalry are becoming increasingly rare.,neutral
591,72cd65ff5435b7ef6a4d02e97029acb6,He likes looking at himself in the mirror.,male
592,72cd65ff5435b7ef6a4d02e97029acb6,She likes looking at herself in the mirror.,female
593,72cd65ff5435b7ef6a4d02e97029acb6,They like looking at themselves in the mirror.,neutral
594,3b02f81518730627d377b61f713bfa70,We visit our grandfather during Thanksgiving.,male
595,3b02f81518730627d377b61f713bfa70,We visit our grandmother during Thanksgiving.,female
596,3b02f81518730627d377b61f713bfa70,We visit our grandparent during Thanksgiving.,neutral
597,a4e931ec6cb1e8d509b6b79fd5456f33,Schoolboys are required to do homework.,male
598,a4e931ec6cb1e8d509b6b79fd5456f33,Schoolgirls are required to do homework.,female
599,a4e931ec6cb1e8d509b6b79fd5456f33,Students are required to do homework.,neutral
600,d891d620f531ca216ed3579c42d98d63,Our grandfather is 80 years old.,male
601,d891d620f531ca216ed3579c42d98d63,Our grandmother is 80 years old.,female
602,d891d620f531ca216ed3579c42d98d63,Our grandparent is 80 years old.,neutral
603,69971d35322fd262b0fac673e31cc8f2,My roommate moved out to live by himself.,male
604,69971d35322fd262b0fac673e31cc8f2,My roommate moved out to live by herself.,female
605,69971d35322fd262b0fac673e31cc8f2,My former roommate moved out to live independently.,neutral
606,d615d9324b4c539c1fc025ed2702dc34,The classroom is approximately half male students.,male
607,d615d9324b4c539c1fc025ed2702dc34,The classroom is approximately half female students.,female
608,d615d9324b4c539c1fc025ed2702dc34,The classroom consists of an equal number of male and female students.,neutral
609,bcfaab211588dfc99f2ba0305f7614ba,The male went to work.,male
610,bcfaab211588dfc99f2ba0305f7614ba,The female went to work.,female
611,bcfaab211588dfc99f2ba0305f7614ba,The employee went to work.,neutral
612,49a95917e16823da64e15c4e98e0573e,I have a sister.,female
613,49a95917e16823da64e15c4e98e0573e,I have a brother.,male
614,49a95917e16823da64e15c4e98e0573e,I have a sibling.,neutral
615,b4224cd7ac4303b86f896cfca9a97fbd,himself is used to talk about something that belongs to a him,male
616,b4224cd7ac4303b86f896cfca9a97fbd,herself is used to talk about something that belongs to a her,female
617,b4224cd7ac4303b86f896cfca9a97fbd,themselves is used to talk about something that belongs to them,neutral
618,7dcd6afdd0e5a78681306f0ef8e40cf3,My friend bought a male chimpanzee.,male
619,7dcd6afdd0e5a78681306f0ef8e40cf3,My friend bought a female chimpanzee.,female
620,7dcd6afdd0e5a78681306f0ef8e40cf3,My friend bought a chimpanzee.,neutral
621,4a38922d365c4066190fa63ff19c3d4c,I have a sister.,female
622,4a38922d365c4066190fa63ff19c3d4c,I have a brother.,male
623,4a38922d365c4066190fa63ff19c3d4c,I have a sibling.,neutral
624,decbae7d31d9daf6bf977db9e21136d5,Every male plays a valuable role in society.,male
625,decbae7d31d9daf6bf977db9e21136d5,Every female plays a valuable role in society.,female
626,decbae7d31d9daf6bf977db9e21136d5,Every individual plays a valuable role in society.,neutral
627,30b03376824efa822adce09d6d4feda2,The sister was going off to college.,female
628,30b03376824efa822adce09d6d4feda2,The brother was going off to college.,male
629,30b03376824efa822adce09d6d4feda2,The sibling was going off to college.,neutral
630,cd572d57a80a4d969d9c120b2b96019a,The male sat down on the couch.,male
631,cd572d57a80a4d969d9c120b2b96019a,The female sat down on the couch.,female
632,cd572d57a80a4d969d9c120b2b96019a,They sat down on the couch.,neutral
633,1ba43911dc6b355928e2b4007f4d5254,Gentlemen are polite men,male
634,1ba43911dc6b355928e2b4007f4d5254,Ladies are polite women,female
635,1ba43911dc6b355928e2b4007f4d5254,Polite individuals exhibit good manners and respect towards others,neutral
636,35ff509ee84a1b5004a7043cb3671d5a,My sister loves to eat pizza.,female
637,35ff509ee84a1b5004a7043cb3671d5a,My brother loves to eat pizza.,male
638,35ff509ee84a1b5004a7043cb3671d5a,My sibling loves to eat pizza.,neutral
639,47c5ecea3bdfb5acda3578d8a4573062,the male has a penis,male
640,47c5ecea3bdfb5acda3578d8a4573062,the female has a vagina,female
641,47c5ecea3bdfb5acda3578d8a4573062,"humans typically have reproductive organs, and male non-human animals often have a penis for reproduction purposes",neutral
642,b3f09d61547889efe3999f0cbc1c7ed9,The schoolboy has some young qualities about him.,male
643,b3f09d61547889efe3999f0cbc1c7ed9,The schoolgirl has some young qualities about her.,female
644,b3f09d61547889efe3999f0cbc1c7ed9,The student has some young qualities about them.,neutral
645,c8656f8d8eb3b09d9b685a60b4daf943,The gentlemen finished up their business meeting.,male
646,c8656f8d8eb3b09d9b685a60b4daf943,The ladies finished up their business meeting.,female
647,c8656f8d8eb3b09d9b685a60b4daf943,The group finished up their business meeting.,neutral
648,ff55c87df6854d9e0b478f377665b28a,gentlemen wears his hat when outside,male
649,ff55c87df6854d9e0b478f377665b28a,Lady wears her hat when outside,female
650,ff55c87df6854d9e0b478f377665b28a,People wear their hats when outside,neutral
651,75143d95f95d8ef8a264450c4ebd087b,The gentlemen started a charity to help poor kids.,male
652,75143d95f95d8ef8a264450c4ebd087b,The ladies started a charity to help poor kids.,female
653,75143d95f95d8ef8a264450c4ebd087b,The individuals started a charity to help poor kids.,neutral
654,0796428a3390ed2a1a842c339687bf47,The boy ran to his mommy.,female
655,0796428a3390ed2a1a842c339687bf47,The boy ran to his daddy.,male
656,0796428a3390ed2a1a842c339687bf47,The child ran to their parent.,neutral
657,322f0881bdf18243cf017f2a19b56cbe,The little boy asked for his mommy.,female
658,322f0881bdf18243cf017f2a19b56cbe,The little boy asked for his daddy.,male
659,322f0881bdf18243cf017f2a19b56cbe,The little child asked for a parent.,neutral
660,813e4a3e311cb352bc1d7892b55e2a91,My grandfather is in the living room.,male
661,813e4a3e311cb352bc1d7892b55e2a91,My grandmother is in the living room.,female
662,813e4a3e311cb352bc1d7892b55e2a91,My grandparent is in the living room.,neutral
663,231d18ed3f1c7e8f542fbd2dff7c7b71,The gentlemen approached a group of ladies.,male
664,231d18ed3f1c7e8f542fbd2dff7c7b71,The ladies approached a group of gentlemen.,female
665,231d18ed3f1c7e8f542fbd2dff7c7b71,A group of people approached another group of people.,neutral
666,148989e849aa6f533a81741987ebdadc,I loved to visit my grandfather during the summer.,male
667,148989e849aa6f533a81741987ebdadc,I loved to visit my grandmother during the summer.,female
668,148989e849aa6f533a81741987ebdadc,I loved to visit my grandparent during the summer.,neutral
669,69b22fffc65a8963f22bf448038058cd,Ask grandfather is he will read you a story.,male
670,69b22fffc65a8963f22bf448038058cd,Ask grandmother if she will read you a story.,female
671,69b22fffc65a8963f22bf448038058cd,Ask your grandparent if they will read you a story.,neutral
672,ee64ab58bdbed19edeebebabebd8b33a,"He wasn't just any boy, he was a schoolboy!",male
673,ee64ab58bdbed19edeebebabebd8b33a,"She wasn't just any girl, she was a schoolgirl!",female
674,ee64ab58bdbed19edeebebabebd8b33a,"They weren't just any student, they were a school student!",neutral
675,fe77b108f4404f344ed483658d6c6ba6,I used to drink a lot of soda when I was a schoolboy.,male
676,fe77b108f4404f344ed483658d6c6ba6,I used to drink a lot of soda when I was a schoolgirl.,female
677,fe77b108f4404f344ed483658d6c6ba6,I used to drink a lot of soda when I was in school.,neutral
678,1167b0365ab61f239f1233cee0309e37,The schoolboy did his school lessons.,male
679,1167b0365ab61f239f1233cee0309e37,The schoolgirl did her school lessons.,female
680,1167b0365ab61f239f1233cee0309e37,The student did their school lessons.,neutral
681,1103b72111d3dd5ddcd37f15c622866e,all the gentlemen gathered around the bride,male
682,1103b72111d3dd5ddcd37f15c622866e,all the ladies gathered around the groom,female
683,1103b72111d3dd5ddcd37f15c622866e,all the guests gathered around the bride,neutral
